,running_losses,acc_val,acc_test
0,1.129656195640564,0.5097024579560155,0.5135834411384217
1,2.011052370071411,0.553686934023286,0.5608020698576973
2,0.9827564358711243,0.592496765847348,0.5834411384217335
3,1.9305847883224487,0.630012936610608,0.6377749029754204
4,2.2282629013061523,0.4799482535575679,0.4844760672703752
5,1.527579665184021,0.6830530401034929,0.6862871927554981
6,1.6743477582931519,0.6416558861578266,0.6448900388098319
7,0.6907888650894165,0.538163001293661,0.5329883570504528
8,1.1230229139328003,0.6429495472186287,0.6416558861578266
9,0.89195317029953,0.6183699870633894,0.6274256144890039
10,3.4129257202148438,0.6610608020698577,0.648771021992238
11,1.6688865423202515,0.6830530401034929,0.6862871927554981
12,1.5535813570022583,0.6222509702457956,0.6034928848641656
13,1.5324392318725586,0.6377749029754204,0.6384217335058214
14,1.8955765962600708,0.49547218628719275,0.4922380336351876
15,1.9351794719696045,0.610608020698577,0.609961190168176
16,1.4802128076553345,0.6778783958602846,0.6798188874514877
17,1.244386911392212,0.5614489003880984,0.5698576972833118
18,1.3632029294967651,0.4851228978007762,0.46959896507115134
19,0.7483999133110046,0.5976714100905562,0.5944372574385511
20,2.0693883895874023,0.51875808538163,0.518111254851229
21,3.711092472076416,0.5705045278137129,0.5808538163001293
22,1.5936338901519775,0.5045278137128072,0.5142302716688227
23,2.458045244216919,0.6558861578266494,0.6565329883570504
24,1.4697378873825073,0.6675291073738681,0.6630012936610608
25,1.7736085653305054,0.6946959896507116,0.6836998706338939
26,1.9872387647628784,0.41009055627425617,0.41073738680465716
27,1.8880170583724976,0.6752910737386805,0.6895213454075032
28,1.1530836820602417,0.5692108667529108,0.5692108667529108
29,1.813287615776062,0.6235446313065977,0.6196636481241915
30,2.1202101707458496,0.553686934023286,0.5595084087968952
31,2.9466607570648193,0.6468305304010349,0.6552393272962483
32,2.705056667327881,0.6403622250970246,0.6507115135834411
33,1.3068493604660034,0.6830530401034929,0.6701164294954722
34,1.3485548496246338,0.5433376455368694,0.538163001293661
35,1.6228735446929932,0.6895213454075032,0.6824062095730918
36,1.2613142728805542,0.6908150064683053,0.6862871927554981
37,1.2032899856567383,0.6532988357050453,0.6591203104786546
38,1.3877334594726562,0.4489003880983182,0.4476067270375162
39,1.4708539247512817,0.6752910737386805,0.6720569210866753
40,2.1757285594940186,0.6338939197930142,0.6371280724450195
41,2.822100877761841,0.6921086675291074,0.6778783958602846
42,1.059086799621582,0.5912031047865459,0.6028460543337646
43,0.9153503775596619,0.6817593790426908,0.6862871927554981
44,0.9912418723106384,0.6985769728331177,0.7018111254851229
45,1.3338356018066406,0.6804657179818887,0.6921086675291074
46,1.588073492050171,0.6532988357050453,0.6494178525226391
47,0.5437000393867493,0.6338939197930142,0.630659767141009
48,2.23760724067688,0.5730918499353169,0.5730918499353169
49,1.2810561656951904,0.6157826649417852,0.6119016817593791
50,1.1808421611785889,0.6468305304010349,0.648124191461837
51,1.7426286935806274,0.5122897800776197,0.5064683053040103
52,1.066067099571228,0.6752910737386805,0.666882276843467
53,1.669996976852417,0.6727037516170763,0.6707632600258733
54,1.0329543352127075,0.6157826649417852,0.5983182406209573
55,1.9941508769989014,0.5705045278137129,0.5601552393272963
56,1.3594914674758911,0.5679172056921087,0.5802069857697283
57,0.5294474959373474,0.6765847347994826,0.684993531694696
58,0.7693666815757751,0.6649417852522639,0.6811125485122898
59,2.525369882583618,0.5213454075032341,0.5206985769728332
60,1.1384532451629639,0.6817593790426908,0.6824062095730918
61,1.543273687362671,0.5601552393272963,0.5659767141009056
62,4.394032955169678,0.5614489003880984,0.55627425614489
63,0.9619883894920349,0.6921086675291074,0.6934023285899095
64,1.4814504384994507,0.592496765847348,0.6009055627425615
65,1.384799838066101,0.5459249676584734,0.5452781371280725
66,1.1688143014907837,0.6416558861578266,0.6403622250970246
67,1.3386298418045044,0.6442432082794308,0.6578266494178525
68,2.4391427040100098,0.6351875808538163,0.630012936610608
69,2.031856060028076,0.6714100905562742,0.6675291073738681
70,1.1702238321304321,0.6274256144890039,0.6274256144890039
71,0.8032097220420837,0.5679172056921087,0.5776196636481242
72,1.7056891918182373,0.6714100905562742,0.6824062095730918
73,1.5403817892074585,0.5575679172056921,0.5472186287192755
74,0.6480934023857117,0.6326002587322122,0.6293661060802069
75,1.4131510257720947,0.6623544631306598,0.6778783958602846
76,1.1796891689300537,0.6377749029754204,0.6442432082794308
77,0.5627392530441284,0.6274256144890039,0.6345407503234153
78,1.8976811170578003,0.6041397153945667,0.6093143596377749
79,1.2873002290725708,0.5847347994825356,0.5795601552393272
80,1.0703325271606445,0.5782664941785253,0.5724450194049159
81,1.9440990686416626,0.7089262613195343,0.7063389391979301
82,1.3355878591537476,0.6558861578266494,0.6384217335058214
83,1.3505667448043823,0.47347994825355755,0.46571798188874514
84,2.1790988445281982,0.6623544631306598,0.6714100905562742
85,1.7796499729156494,0.55627425614489,0.5666235446313066
86,3.2177963256835938,0.6274256144890039,0.6209573091849935
87,0.7621070742607117,0.6442432082794308,0.6468305304010349
88,1.8344649076461792,0.6494178525226391,0.6448900388098319
89,1.8385380506515503,0.6817593790426908,0.6830530401034929
90,1.384257197380066,0.6196636481241915,0.6410090556274256
91,2.766972303390503,0.6455368693402329,0.6435963777490298
92,1.7121573686599731,0.6338939197930142,0.6319534282018111
93,1.3766539096832275,0.6351875808538163,0.6326002587322122
94,1.9420372247695923,0.55627425614489,0.5698576972833118
95,1.4877220392227173,0.4799482535575679,0.4857697283311772
96,1.007978081703186,0.6817593790426908,0.6727037516170763
97,1.2773863077163696,0.6455368693402329,0.6565329883570504
98,3.6703572273254395,0.5847347994825356,0.5847347994825356
99,1.5166168212890625,0.6248382923673997,0.6377749029754204
100,2.1115376949310303,0.5278137128072445,0.5155239327296248
101,0.8239150047302246,0.6442432082794308,0.648124191461837
102,1.5917446613311768,0.6610608020698577,0.6591203104786546
103,2.154414176940918,0.6326002587322122,0.6326002587322122
104,1.0236667394638062,0.6416558861578266,0.6494178525226391
105,0.49100345373153687,0.5472186287192755,0.5530401034928849
106,0.8657987713813782,0.6183699870633894,0.6235446313065977
107,2.010929822921753,0.6946959896507116,0.6785252263906857
108,0.7618392109870911,0.6934023285899095,0.6804657179818887
109,1.481418251991272,0.6623544631306598,0.6701164294954722
110,1.3100996017456055,0.6532988357050453,0.6558861578266494
111,1.4792604446411133,0.6144890038809832,0.6093143596377749
112,0.6219472885131836,0.6649417852522639,0.6500646830530401
113,0.8957107663154602,0.666235446313066,0.6707632600258733
114,1.6747666597366333,0.666235446313066,0.6571798188874515
115,0.5115686058998108,0.702457956015524,0.7095730918499353
116,0.5620148181915283,0.648124191461837,0.648124191461837
117,2.237739086151123,0.5834411384217335,0.5944372574385511
118,1.753447413444519,0.6455368693402329,0.6397153945666235
119,1.98601496219635,0.5097024579560155,0.5064683053040103
120,2.176743745803833,0.6623544631306598,0.6565329883570504
121,3.223802328109741,0.6131953428201811,0.6054333764553687
122,1.1406439542770386,0.6364812419146184,0.628719275549806
123,1.8189245462417603,0.4294954721862872,0.4333764553686934
124,1.3469170331954956,0.55627425614489,0.5582147477360931
125,2.7653446197509766,0.5782664941785253,0.5860284605433377
126,1.227338433265686,0.6532988357050453,0.6694695989650712
127,1.03499436378479,0.6054333764553687,0.5912031047865459
128,2.2206993103027344,0.6403622250970246,0.6397153945666235
129,0.26531580090522766,0.6558861578266494,0.6397153945666235
130,2.091887950897217,0.6274256144890039,0.6254851228978008
131,0.7126288414001465,0.5860284605433377,0.5795601552393272
132,2.314897060394287,0.5899094437257438,0.5905562742561449
133,1.546284556388855,0.6545924967658473,0.6429495472186287
134,1.1278579235076904,0.6636481241914618,0.6591203104786546
135,1.6451934576034546,0.6429495472186287,0.6448900388098319
136,1.012253999710083,0.666235446313066,0.6642949547218628
137,2.1093151569366455,0.6119016817593791,0.6222509702457956
138,2.0720179080963135,0.6765847347994826,0.6772315653298836
139,0.9394126534461975,0.6170763260025873,0.6073738680465718
140,1.02153480052948,0.6765847347994826,0.6733505821474773
141,1.168573260307312,0.6778783958602846,0.666235446313066
142,0.9663767218589783,0.6507115135834411,0.6578266494178525
143,1.7777509689331055,0.6701164294954722,0.6746442432082794
144,4.197958469390869,0.6157826649417852,0.6138421733505821
145,1.5470083951950073,0.6649417852522639,0.6623544631306598
146,1.3543134927749634,0.6778783958602846,0.6927554980595084
147,1.8974007368087769,0.684346701164295,0.6921086675291074
148,1.2554408311843872,0.5692108667529108,0.5633893919793014
149,1.4895533323287964,0.648124191461837,0.6364812419146184
150,1.4651880264282227,0.6714100905562742,0.6733505821474773
151,1.1703320741653442,0.6817593790426908,0.6785252263906857
152,0.6012340188026428,0.6015523932729625,0.5970245795601552
153,0.8672208786010742,0.6610608020698577,0.6591203104786546
154,1.4956976175308228,0.6558861578266494,0.6623544631306598
155,1.6204758882522583,0.6442432082794308,0.6455368693402329
156,1.2075103521347046,0.6985769728331177,0.6921086675291074
157,3.0483202934265137,0.6545924967658473,0.6507115135834411
158,1.0189778804779053,0.6248382923673997,0.6222509702457956
159,3.842763900756836,0.46571798188874514,0.46959896507115134
160,1.8061226606369019,0.6119016817593791,0.6164294954721863
161,1.6448897123336792,0.574385510996119,0.5821474773609314
